%
% ARFF data file, generated by KNIME
%
% Date: Tue Apr 14 11:57:48 CEST 2015
% User: carlosan
%

@RELATION DataTable
@ATTRIBUTE MONTH	{October,June,April,December,November,July,January,September,May,February,August,March}
@ATTRIBUTE HOUR	{21:00,17:00,2:00,4:00,11:00,13:00,15:00,22:00,23:00,7:00,0:00,18:00,6:00,1:00,16:00,12:00,5:00,20:00,3:00,19:00,14:00,8:00,10:00,9:00}
@ATTRIBUTE pressure	INTEGER
@ATTRIBUTE three_hour_pressure_change	INTEGER
@ATTRIBUTE wind_direction	INTEGER
@ATTRIBUTE wind_speed	REAL
@ATTRIBUTE visibility	INTEGER
@ATTRIBUTE cloud_cover	INTEGER
@ATTRIBUTE height_of_base_of_cloud	INTEGER
@ATTRIBUTE dewpoint	REAL
@ATTRIBUTE drybulb	REAL
@ATTRIBUTE char_pressure_tendency_string	{lower,higher,'same or lower',steady,'same or higher'}
@ATTRIBUTE present_weather_string	{'no meteors during the past hour',rain,'showery precipitation','solid precipitation not in showers',drizzle,'showers of rain',precipitation,'fog or ice fog preceding hour',mist,snow,fog,patches,'thunderstorm preceding hour',lightning,'freezing drizzle or rain','showers of snow','thunderstorm no precipitation','rain and snow','showers of hail','haze dust or smoke','funnel clouds'}
@ATTRIBUTE past_weather1_string	{'cloud covering the sky',rain,thunderstorm,snow,showers,drizzle,'fog or ice fog or thick haze'}
@ATTRIBUTE past_weather2_string	{'cloud covering the sky',rain,drizzle,snow,'fog or ice fog or thick haze',showers,thunderstorm,'sandstorm duststorm or blowing snow'}
@ATTRIBUTE cloud_type_string	{'stratus nebulosus','cumulus and stratocumulus not cumulogenitus','low clouds invisible due to darknes fog dust or sand','stratocumulus not cumulogenitus','cumulus humilis','stratus fractus','cumulus mediocris','no low clouds','cumulonimbus capillatus','stratocumulus cumulogenitus','cumulunimbus calvus'}
@ATTRIBUTE FOG+3	{NO,YES}

@DATA
June,18:00,101160,110,350,136.066,20000,7,800,9.95,16.35,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
December,7:00,101690,360,300,9.719,25000,1,1250,1.35,4.15,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
November,19:00,101600,40,230,58.314,7000,8,80,9.05,9.85,higher,drizzle,drizzle,drizzle,'stratus fractus',NO
March,22:00,101030,230,350,77.752,20000,1,1250,-4.05,-0.35,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
July,0:00,100500,-60,270,38.876,20000,7,1250,11.55,17.05,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
December,12:00,99740,-270,130,77.752,15000,7,1250,4.65,7.15,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
January,21:00,100220,-280,210,136.066,9000,8,250,4.85,6.25,lower,rain,rain,'cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
February,14:00,98990,140,250,155.504,20000,6,800,5.95,11.85,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
November,0:00,100490,-70,270,77.752,5000,8,250,7.05,7.95,lower,rain,rain,'cloud covering the sky','stratus fractus',NO
April,23:00,99220,-80,90,77.752,5000,7,1250,12.05,14.35,lower,lightning,'cloud covering the sky','cloud covering the sky','cumulonimbus capillatus',NO
March,20:00,100800,280,350,19.438,18000,7,1250,5.45,7.45,higher,'showers of rain',showers,rain,'stratocumulus not cumulogenitus',NO
August,4:00,100450,-30,230,19.438,20000,7,1250,8.85,14.65,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
April,16:00,100400,-100,10,9.719,25000,7,1750,2.65,15.55,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus humilis',NO
June,11:00,99830,-120,200,116.628,30000,5,800,11.15,18.85,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus humilis',NO
May,20:00,100060,30,230,38.876,25000,6,3500,13.85,25.35,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
May,3:00,99760,70,190,58.314,15000,8,1250,9.45,12.65,?,rain,rain,'cloud covering the sky','stratocumulus not cumulogenitus',NO
October,21:00,98970,0,10,174.942,17000,8,450,1.95,5.45,'same or lower','no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
October,14:00,100310,20,280,116.628,25000,4,1250,10.05,19.35,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
September,19:00,100050,130,310,19.438,10000,7,800,14.65,18.15,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulonimbus capillatus',NO
August,4:00,99420,-140,180,58.314,3500,7,80,17.25,18.05,lower,mist,'cloud covering the sky','cloud covering the sky','stratus nebulosus',NO
September,3:00,99220,70,220,9.719,15000,2,450,13.25,14.25,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
August,4:00,100690,-10,0,0.0,15000,5,1750,11.05,14.65,'same or lower','no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
January,1:00,100670,170,210,174.942,15000,7,450,6.55,9.15,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
April,20:00,99350,50,50,58.314,4000,6,1250,10.55,12.65,higher,mist,'cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
December,18:00,100170,10,220,9.719,8000,8,250,7.25,8.75,higher,'no meteors during the past hour',rain,drizzle,'stratus nebulosus',NO
June,11:00,100350,-40,310,77.752,25000,6,1250,5.95,16.75,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus mediocris',NO
October,18:00,101250,-80,100,58.314,10000,1,8000,10.15,13.15,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
June,20:00,99350,60,240,136.066,10000,7,800,14.55,21.15,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
November,1:00,98120,10,170,116.628,30000,5,450,3.25,5.25,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus humilis',NO
August,21:00,100210,190,190,77.752,20000,3,1750,14.25,17.35,higher,'showers of rain',showers,rain,'stratocumulus not cumulogenitus',NO
November,13:00,98890,-150,210,19.438,30000,6,800,3.85,12.15,lower,'showers of rain',showers,rain,'cumulus and stratocumulus not cumulogenitus',NO
April,5:00,100880,-100,30,58.314,4500,0,?,-3.35,-1.15,lower,mist,'cloud covering the sky','cloud covering the sky','low clouds invisible due to darknes fog dust or sand',NO
May,18:00,100070,160,210,136.066,25000,7,800,5.85,13.15,higher,precipitation,showers,rain,'cumulonimbus capillatus',NO
February,17:00,99710,10,200,9.719,4000,8,250,-3.55,0.15,higher,'solid precipitation not in showers',snow,snow,'cumulus and stratocumulus not cumulogenitus',NO
January,4:00,99200,190,240,136.066,25000,0,?,3.55,5.55,?,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','low clouds invisible due to darknes fog dust or sand',NO
February,18:00,101850,130,50,116.628,15000,2,8000,-13.15,-3.15,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
April,0:00,99510,10,290,58.314,25000,2,8000,-1.35,1.55,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
February,11:00,100790,70,210,19.438,20000,7,450,8.95,11.55,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
April,4:00,99950,-60,190,9.719,2000,8,80,10.75,11.25,lower,rain,rain,rain,'stratus fractus',NO
March,7:00,100370,70,100,77.752,900,8,30,9.45,9.45,higher,fog,'fog or ice fog or thick haze','fog or ice fog or thick haze','stratus nebulosus',NO
January,16:00,102490,-40,290,58.314,12000,8,450,7.35,9.55,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
April,22:00,100260,50,270,38.876,18000,6,1250,6.65,11.05,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
May,4:00,101040,10,350,77.752,6000,6,250,3.25,4.45,'same or higher','no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
September,1:00,99770,-300,250,136.066,3000,8,150,9.35,10.45,lower,rain,showers,rain,'cumulus and stratocumulus not cumulogenitus',NO
January,9:00,100610,30,200,38.876,10000,7,450,5.05,7.45,?,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
September,10:00,99760,100,240,77.752,14000,8,800,14.75,20.45,higher,rain,rain,'cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
August,11:00,100930,-40,330,38.876,30000,6,1250,7.55,17.25,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
July,18:00,100650,-40,10,77.752,20000,5,1250,11.15,21.75,'same or lower','no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
November,23:00,99210,60,190,9.719,6000,8,250,11.75,12.25,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratus nebulosus',NO
June,3:00,100230,70,260,77.752,15000,2,1750,8.15,10.75,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
September,22:00,100000,0,40,77.752,20000,3,8000,9.95,13.95,'same or lower','no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
June,1:00,100680,20,270,58.314,20000,1,800,8.95,11.95,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
November,21:00,99080,20,90,77.752,12000,1,8000,5.95,7.85,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
January,3:00,99510,260,270,9.719,15000,5,450,5.55,7.05,higher,'no meteors during the past hour',rain,'cloud covering the sky','stratocumulus not cumulogenitus',NO
May,3:00,100400,-90,10,58.314,6000,1,1750,10.85,12.65,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
December,3:00,99010,240,280,116.628,20000,7,450,1.65,3.25,higher,'no meteors during the past hour',showers,rain,'cumulus and stratocumulus not cumulogenitus',NO
March,9:00,100460,100,30,38.876,5000,2,450,0.15,3.45,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus humilis',NO
August,16:00,99620,-250,130,9.719,40000,5,3500,10.25,26.95,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
April,18:00,99160,20,70,136.066,15000,0,?,-4.95,7.15,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','low clouds invisible due to darknes fog dust or sand',NO
July,1:00,99670,-140,20,38.876,20000,5,1750,17.05,19.85,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
September,14:00,99810,-140,220,136.066,30000,7,1250,11.15,21.75,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
February,0:00,97700,50,200,9.719,12000,7,450,8.15,9.25,higher,rain,showers,rain,'stratocumulus not cumulogenitus',NO
January,23:00,100680,-10,50,58.314,3500,1,8000,-6.15,-4.95,lower,mist,'cloud covering the sky','cloud covering the sky','no low clouds',NO
May,22:00,101250,10,50,58.314,25000,0,?,0.95,7.55,'same or higher','no meteors during the past hour','cloud covering the sky','cloud covering the sky','low clouds invisible due to darknes fog dust or sand',NO
September,17:00,99840,10,90,58.314,25000,8,450,9.05,12.35,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
May,0:00,99200,20,80,9.719,20000,0,?,8.55,13.05,'same or higher','no meteors during the past hour','cloud covering the sky','cloud covering the sky','low clouds invisible due to darknes fog dust or sand',NO
October,3:00,100070,60,150,77.752,18000,7,1250,12.55,15.65,higher,rain,rain,'cloud covering the sky','stratocumulus not cumulogenitus',NO
August,18:00,99680,-80,160,9.719,30000,1,3500,11.45,33.55,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
June,20:00,100430,10,270,38.876,25000,7,1750,6.75,15.75,higher,rain,rain,'cloud covering the sky','stratocumulus not cumulogenitus',NO
February,15:00,100750,-20,20,9.719,2500,8,150,-4.85,-3.15,'same or lower',mist,'cloud covering the sky','cloud covering the sky','stratus nebulosus',NO
June,17:00,100860,-40,340,77.752,10000,6,800,15.95,20.95,'same or lower','showers of rain',showers,rain,'cumulonimbus capillatus',NO
March,18:00,101340,160,40,19.438,12000,7,1250,2.45,5.95,higher,'no meteors during the past hour',rain,'cloud covering the sky','stratocumulus not cumulogenitus',NO
August,15:00,99540,-20,230,19.438,30000,4,1750,7.15,23.55,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus mediocris',NO
January,11:00,100660,-120,180,58.314,3500,7,150,9.05,9.15,lower,'fog or ice fog preceding hour','fog or ice fog or thick haze','cloud covering the sky','stratus nebulosus',NO
March,15:00,100780,-20,30,116.628,30000,4,1750,-2.35,10.35,'same or lower','no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus humilis',NO
May,4:00,99820,70,240,77.752,20000,6,450,10.35,12.95,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
August,3:00,100240,-90,50,77.752,15000,1,8000,12.55,16.35,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
July,18:00,100490,-40,280,9.719,25000,7,1250,9.85,18.55,lower,'no meteors during the past hour',rain,'cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
September,14:00,99420,-260,130,77.752,12000,8,1750,14.15,19.35,lower,rain,rain,'cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
March,2:00,97660,-40,20,9.719,10000,7,1750,-2.45,0.55,'same or lower','no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
March,8:00,99480,-60,140,9.719,5000,8,1250,-0.25,2.85,lower,rain,rain,'cloud covering the sky','stratocumulus not cumulogenitus',NO
May,10:00,100630,-120,200,9.719,25000,7,1250,4.35,15.95,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus humilis',NO
January,1:00,102030,10,30,9.719,9000,1,8000,-7.65,-5.35,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
February,22:00,101040,90,100,58.314,8000,2,3500,0.35,2.45,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
July,3:00,100440,-30,100,58.314,20000,1,8000,13.05,17.35,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
June,10:00,100430,-30,330,38.876,25000,7,8000,12.75,23.15,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
July,22:00,100240,130,290,38.876,20000,6,1750,10.25,15.25,?,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
June,12:00,100700,-60,280,77.752,30000,6,1250,8.95,20.95,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus cumulogenitus',NO
July,0:00,100260,10,340,38.876,30000,7,3500,8.75,12.65,'same or higher','no meteors during the past hour','cloud covering the sky','cloud covering the sky','no low clouds',NO
July,11:00,100100,0,230,77.752,15000,7,800,10.95,13.25,steady,rain,rain,rain,'cumulus mediocris',NO
October,11:00,97080,370,240,19.438,30000,3,1250,4.75,13.05,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus humilis',NO
August,17:00,101300,100,320,116.628,25000,1,1750,9.65,23.65,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus humilis',NO
October,2:00,100470,-90,190,9.719,15000,7,250,10.55,12.65,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','stratocumulus not cumulogenitus',NO
April,8:00,100190,80,130,19.438,15000,8,250,8.45,9.65,'same or higher',rain,rain,'cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
May,22:00,101540,20,10,58.314,20000,6,800,9.85,12.15,higher,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
January,15:00,99060,-130,220,38.876,2500,8,80,8.15,8.25,'same or lower',drizzle,rain,rain,'stratus fractus',NO
June,1:00,101400,-50,30,136.066,25000,0,?,1.25,15.55,lower,'no meteors during the past hour','cloud covering the sky','cloud covering the sky','low clouds invisible due to darknes fog dust or sand',NO
February,0:00,100600,30,280,136.066,15000,7,450,9.05,10.45,higher,'no meteors during the past hour',rain,drizzle,'stratocumulus not cumulogenitus',NO
July,15:00,100530,-80,280,136.066,25000,7,1250,9.25,19.95,lower,'no meteors during the past hour',rain,'cloud covering the sky','cumulus and stratocumulus not cumulogenitus',NO
